perfil,data,texto,reply_ou_original,tem_midia,tipo_midia,quotes,replies,retweets,likes,media_interacoes,link
americanas,Thu Jul 16 19:22:05 +0000 2020,"@GiseleDaemon Olá! Você sabe dizer o número desse pedido para a gente? Se não o tiver por perto, fala o CPF que você usou para fazer a compra que já ajuda bastante :) Te aguardamos no inbox!",reply,não,nenhum,0,2,0,0,0.5,https://www.twitter.com/americanascom/status/1283844370593189889
americanas,Thu Jul 16 19:20:41 +0000 2020,"@4vairus Olá! Envia o número do seu pedido e um número de telefone com DDD, por DM, que a gente vai dar uma olhada. Obrigada!",reply,não,nenhum,0,0,0,0,0,https://www.twitter.com/americanascom/status/1283844018842066946
americanas,Thu Jul 16 19:14:47 +0000 2020,"@oceandeIrey Oi, Ana Luiza! Envia pra gente por DM o número do seu pedido e um telefone para contato atual com DDD, por favor? Vamos verificar o que aconteceu. Obrigada!",reply,não,nenhum,0,0,0,0,0,https://www.twitter.com/americanascom/status/1283842536210038785
americanas,Thu Jul 16 19:11:48 +0000 2020,"@loongleo Oi, Leonardo! Envia o número do seu pedido por DM, por favor? Obrigada.",reply,não,nenhum,0,1,0,1,0.5,https://www.twitter.com/americanascom/status/1283841784045547521
americanas,Thu Jul 16 18:40:58 +0000 2020,"@anacarolinnesp Olá! Envia o número do seu pedido e um número de telefone com DDD, por DM, que a gente vai dar uma olhada. Obrigada!",reply,não,nenhum,0,0,0,0,0,https://www.twitter.com/americanascom/status/1283834023312265216
americanas,Thu Jul 16 18:38:25 +0000 2020,"@Gabslovera Olá! Precisa de ajuda com algum dos seus pedidos?  Estamos à disposição. Envie o número dele e do CPF que foi utilizado na compra por DMpra gente, por favor. Obrigada.",reply,não,nenhum,0,0,0,0,0,https://www.twitter.com/americanascom/status/1283833384142286849
americanas,Thu Jul 16 18:36:41 +0000 2020,"@BubuAndreia Oi, Bruna! Você ainda precisa de alguma ajuda?",reply,não,nenhum,0,0,0,0,0,https://www.twitter.com/americanascom/status/1283832947011977217
americanas,Thu Jul 16 18:29:47 +0000 2020,Ainda não pediu sua compra de mercado lá no app? Vem que tem cupom pra primeira compra de produtos fresquinhos 🍅 https://t.co/k6kHjd64Z1 https://t.co/oUWTmdswJ5,original,sim,photo,0,6,0,6,3,https://www.twitter.com/americanascom/status/1283831208242282496
americanas,Thu Jul 16 18:24:35 +0000 2020,"@aduclean_ Oi, boa tarde! Tudo bem? Envia o número do seu pedido por DM, por favor? Vamos consultar aqui para você.",reply,não,nenhum,0,1,0,0,0.25,https://www.twitter.com/americanascom/status/1283829899074183169
americanas,Thu Jul 16 18:11:11 +0000 2020,"@wibsallen Olá! Envia o número do seu pedido e um número de telefone com DDD, por DM, que a gente vai dar uma olhada. Obrigada!",reply,não,nenhum,0,0,0,1,0.25,https://www.twitter.com/americanascom/status/1283826528401448961
americanas,Thu Jul 16 18:10:51 +0000 2020,"@KalincaBraganti Olá! Você sabe dizer o número desse pedido para a gente? Se não o tiver por perto, fala o CPF que você usou para fazer a compra que já ajuda bastante :) Te aguardamos no inbox!",reply,não,nenhum,0,1,0,0,0.25,https://www.twitter.com/americanascom/status/1283826444754444293
americanas,Thu Jul 16 18:09:33 +0000 2020,"@primandona Oi, boa tarde! Envia o número do seu pedido por DM, por favor? Vamos verificar o que aconteceu.",reply,não,nenhum,0,0,0,0,0,https://www.twitter.com/americanascom/status/1283826118886400002
americanas,Thu Jul 16 18:06:12 +0000 2020,"@autoramilamaia Olá! Você sabe dizer o número desse pedido para a gente? Se não o tiver por perto, fala o CPF que você usou para fazer a compra que já ajuda bastante :) Te aguardamos no inbox!",reply,não,nenhum,0,1,0,1,0.5,https://www.twitter.com/americanascom/status/1283825276892467200
americanas,Thu Jul 16 17:57:42 +0000 2020,"@docebarbaro Oi! Poxa, não queria que a sua experiência fosse assim! Envia o número do seu pedido e um número de telefone com DDD, por DM, que a gente vai dar uma olhada. Obrigada!",reply,não,nenhum,0,0,0,0,0,https://www.twitter.com/americanascom/status/1283823135834411008
americanas,Thu Jul 16 17:55:18 +0000 2020,"@califfrnias1 Olá! Envia o número do seu pedido e um número de telefone com DDD, por DM, que a gente vai dar uma olhada. Obrigada!",reply,não,nenhum,0,0,0,0,0,https://www.twitter.com/americanascom/status/1283822531561041920
americanas,Thu Jul 16 17:41:06 +0000 2020,"@osauloluiz Olá! Você pode falar com a gente por DM e passar o seu número de pedido, por favor? Nós podemos te ajudar por aqui!",reply,não,nenhum,0,0,0,0,0,https://www.twitter.com/americanascom/status/1283818957233946625
americanas,Thu Jul 16 17:33:38 +0000 2020,"@patiipixie Olá! Você pode falar com a gente por DM e passar o seu número de cpf, por favor? Nós podemos te ajudar!",reply,não,nenhum,0,1,0,0,0.25,https://www.twitter.com/americanascom/status/1283817077141319681
americanas,Thu Jul 16 17:25:03 +0000 2020,"@_leeticiagarcia Olá! Você sabe dizer o número desse pedido para a gente? Se não o tiver por perto, fala o CPF que você usou para fazer a compra que já ajuda bastante :) Te aguardamos no inbox!",reply,não,nenhum,0,0,0,0,0,https://www.twitter.com/americanascom/status/1283814919281037314
americanas,Thu Jul 16 17:24:55 +0000 2020,"@isaac21101 Olá! Você pode falar com a gente por DM e passar o seu número de pedido, por favor?",reply,não,nenhum,0,1,0,1,0.5,https://www.twitter.com/americanascom/status/1283814887605641216
americanas,Thu Jul 16 17:22:58 +0000 2020,"@maesogomes Oi, boa tarde! Envia pra gente por DM o número do seu pedido e um telefone para contato atual com DDD, por favor? Obrigada.",reply,não,nenhum,0,0,0,0,0,https://www.twitter.com/americanascom/status/1283814394493898753
americanas,Thu Jul 16 16:41:11 +0000 2020,"@_jillmanj Fale com a gente por DM, por favor. Informe o número de seu pedido.",reply,não,nenhum,0,0,0,1,0.25,https://www.twitter.com/americanascom/status/1283803877914087424
americanas,Thu Jul 16 15:51:22 +0000 2020,"@gabrielvargasbd Olá! Esse aqui é o atendimento da loja online. Para casos de loja física, você pode entrar em contato com eles por aqui: https://t.co/HrxC4u8zwj ;)",reply,não,nenhum,0,0,0,0,0,https://www.twitter.com/americanascom/status/1283791341051420673
americanas,Thu Jul 16 15:40:17 +0000 2020,"@AlyssonLimaa_ Olá! Você pode falar com a gente por DM e passar o seu número de pedido, por favor? Nós podemos te ajudar por aqui! :)",reply,não,nenhum,0,0,0,1,0.25,https://www.twitter.com/americanascom/status/1283788555366674433
americanas,Thu Jul 16 15:32:34 +0000 2020,"@caralho_orvalho Olá! Você pode falar com a gente por DM, por favor? Nós podemos te ajudar! :)",reply,não,nenhum,0,0,0,0,0,https://www.twitter.com/americanascom/status/1283786613085089793
americanas,Thu Jul 16 15:26:37 +0000 2020,"@annelisebewitch Olá! Você pode falar com a gente por DM e passar o seu número de pedido, por favor? Nós podemos te ajudar! :)",reply,não,nenhum,0,1,0,0,0.25,https://www.twitter.com/americanascom/status/1283785115160674304
americanas,Thu Jul 16 15:19:47 +0000 2020,"@Elielsonmatos04 Elielson, fala com a gente por DM, por favor.",reply,não,nenhum,0,0,0,0,0,https://www.twitter.com/americanascom/status/1283783393503830019
americanas,Thu Jul 16 15:14:10 +0000 2020,"@madeusramao Olá! Envia o número do seu pedido e um número de telefone com DDD, por DM, que a gente vai dar uma olhada. Obrigada!",reply,não,nenhum,0,1,0,1,0.5,https://www.twitter.com/americanascom/status/1283781981197815809
americanas,Thu Jul 16 15:13:01 +0000 2020,"@carlosabdalla Oi, Carlos! A nossa equipe de atendimento responsável pelo MarketPlace vai verificar com o nosso parceiro e irão te posicionar por e-mail ou pelo telefone em até 72h úteis.",reply,não,nenhum,0,0,0,0,0,https://www.twitter.com/americanascom/status/1283781692034093057
americanas,Thu Jul 16 15:09:06 +0000 2020,"@canilian Olá! Você pode falar com a gente por DM e passar o seu número de pedido, por favor? Nós podemos te ajudar por aqui! :)",reply,não,nenhum,0,0,0,0,0,https://www.twitter.com/americanascom/status/1283780704732696577
